user,latitud,longitud,pot_db,fecha,imsi,test_name
andres,-17.392618,-66.158907,0.0,2021-10-20 23:55:33.339719+00:00,736030057419257,
andres,-17.392434,-66.157813,2.0714285714285716,2021-10-20 23:55:33.339719+00:00,736030057419257,
andres,-17.392233,-66.156706,4.142857142857143,2021-10-20 23:55:33.339719+00:00,736030057419257,
andres,-17.392059,-66.155604,6.214285714285714,2021-10-20 23:55:33.324093+00:00,736030057419257,
andres,-17.391905,-66.154587,8.285714285714286,2021-10-20 23:55:33.324093+00:00,736030057419257,
andres,-17.391725,-66.153404,10.357142857142858,2021-10-20 23:55:33.324093+00:00,736030057419257,
andres,-17.391528,-66.15231,27.75714285714286,2021-10-20 23:55:33.317586+00:00,736030057419257,
andres,-17.39355,-66.158654,12.428571428571429,2021-10-20 23:55:33.317586+00:00,736030057419257,
andres,-17.393413,-66.157615,10.357142857142858,2021-10-20 23:55:33.301960+00:00,736030057419257,
andres,-17.393236,-66.156545,8.285714285714286,2021-10-20 23:55:33.301960+00:00,736030057419257,
andres,-17.393029,-66.155413,6.214285714285714,2021-10-20 23:55:33.301960+00:00,736030057419257,
andres,-17.392827,-66.154366,4.142857142857143,2021-10-20 23:55:33.286334+00:00,736030057419257,
andres,-17.392628,-66.153214,2.0714285714285716,2021-10-20 23:55:33.286334+00:00,736030057419257,
andres,-17.392456,-66.152166,0.0,2021-10-20 23:55:33.286334+00:00,736030057419257,
andres,-17.35689,-66.200144,0.0,2021-10-20 23:55:33.286334+00:00,736030057419257,
andres,-17.356886,-66.20014,0.0,2021-10-20 23:55:33.270708+00:00,736030057419257,
andres,-17.356884,-66.200133,0.0,2021-10-20 23:55:33.270708+00:00,736030057419257,
andres,-17.336536,-66.223237,20.3,2021-10-20 23:55:33.270708+00:00,736010912233332,
andres,-17.336156,-66.224767,19.057142857142857,2021-10-20 23:55:33.255082+00:00,736010912233332,
andres,-17.336062,-66.225135,22.371428571428574,2021-10-20 23:55:33.255082+00:00,736010912233332,
andres,-17.335832,-66.225924,21.542857142857144,2021-10-20 23:55:33.239455+00:00,736010912233332,
andres,-17.335527,-66.226207,25.271428571428572,2021-10-20 23:55:33.223830+00:00,736010912233332,
andres,-17.335084,-66.226185,27.342857142857145,2021-10-20 23:55:33.223830+00:00,736010912233332,
andres,-17.334795,-66.226178,26.1,2021-10-20 23:55:33.223830+00:00,736010912233332,
andres,-17.334179,-66.226161,25.685714285714287,2021-10-20 23:55:33.204201+00:00,736010912233332,
andres,-17.333854,-66.226138,27.342857142857145,2021-10-20 23:55:33.204201+00:00,736010912233332,
andres,-17.333497,-66.226124,24.857142857142858,2021-10-20 23:55:33.203065+00:00,736010912233332,
andres,-17.333213,-66.226112,25.271428571428572,2021-10-20 23:55:33.186314+00:00,736010912233332,
andres,-17.333101,-66.226189,26.92857142857143,2021-10-20 23:55:33.186314+00:00,736010912233332,
andres,-17.333072,-66.226439,24.02857142857143,2021-10-20 23:55:33.186314+00:00,736010912233332,
andres,-17.333303,-66.226644,20.714285714285715,2021-10-20 23:55:33.186314+00:00,736010912233332,
andres,-17.333615,-66.226603,21.95714285714286,2021-10-20 23:55:33.170688+00:00,736010912233332,
andres,-17.333644,-66.226588,22.371428571428574,2021-10-20 23:55:33.170688+00:00,736010912233332,
andres,-17.33376,-66.226397,23.200000000000003,2021-10-20 23:55:33.170688+00:00,736010912233332,
andres,-17.333988,-66.226219,24.442857142857143,2021-10-20 23:55:33.170688+00:00,736010912233332,
andres,-17.33719,-66.226493,26.1,2021-10-20 23:55:33.155063+00:00,736010912233332,
andres,-17.337073,-66.226868,21.12857142857143,2021-10-20 23:55:33.155063+00:00,736010912233332,
andres,-17.336145,-66.229187,18.642857142857142,2021-10-20 23:55:33.155063+00:00,736010912233332,
andres,-17.336064,-66.229892,19.47142857142857,2021-10-20 23:55:33.139435+00:00,736010912233332,
andres,-17.336114,-66.23051,19.47142857142857,2021-10-20 23:55:33.139435+00:00,736010912233332,
andres,-17.336205,-66.231065,17.400000000000002,2021-10-20 23:55:33.139435+00:00,736010912233332,
andres,-17.336249,-66.231566,14.914285714285715,2021-10-20 23:55:33.139435+00:00,736010912233332,
andres,-17.336301,-66.232217,15.32857142857143,2021-10-20 23:55:33.123811+00:00,736010912233332,
andres,-17.336325,-66.23271,15.742857142857144,2021-10-20 23:55:33.123811+00:00,736010912233332,
andres,-17.336339,-66.233275,15.742857142857144,2021-10-20 23:55:33.123811+00:00,736010912233332,
andres,-17.336327,-66.233721,16.985714285714288,2021-10-20 23:55:33.123811+00:00,736010912233332,
andres,-17.336333,-66.234022,15.742857142857144,2021-10-20 23:55:33.117303+00:00,736010912233332,
andres,-17.336391,-66.234512,12.842857142857143,2021-10-20 23:55:33.101677+00:00,736010912233332,
andres,-17.336448,-66.234883,14.500000000000002,2021-10-20 23:55:33.101677+00:00,736010912233332,
andres,-17.336513,-66.235446,15.742857142857144,2021-10-20 23:55:33.101677+00:00,736010912233332,
andres,-17.336617,-66.236176,13.671428571428573,2021-10-20 23:55:33.101677+00:00,736010912233332,
andres,-17.336794,-66.236614,12.428571428571429,2021-10-20 23:55:33.086052+00:00,736010912233332,
andres,-17.3369,-66.237025,13.257142857142858,2021-10-20 23:55:33.086052+00:00,736010912233332,
andres,-17.337042,-66.237509,14.500000000000002,2021-10-20 23:55:33.086052+00:00,736010912233332,
andres,-17.337255,-66.23815,14.914285714285715,2021-10-20 23:55:33.070425+00:00,736010912233332,
andres,-17.337201,-66.238448,16.985714285714288,2021-10-20 23:55:33.070425+00:00,736010912233332,
andres,-17.336804,-66.238372,16.571428571428573,2021-10-20 23:55:33.070425+00:00,736010912233332,
andres,-17.335983,-66.238156,16.985714285714288,2021-10-20 23:55:33.070425+00:00,736010912233332,
andres,-17.335624,-66.238066,14.085714285714287,2021-10-20 23:55:33.054799+00:00,736010912233332,
andres,-17.335202,-66.237942,15.32857142857143,2021-10-20 23:55:33.054799+00:00,736010912233332,
andres,-17.334847,-66.237848,14.914285714285715,2021-10-20 23:55:33.054799+00:00,736010912233332,
andres,-17.334274,-66.237699,16.15714285714286,2021-10-20 23:55:33.054799+00:00,736010912233332,
andres,-17.333948,-66.237594,15.742857142857144,2021-10-20 23:55:33.039173+00:00,736010912233332,
andres,-17.333606,-66.237505,13.257142857142858,2021-10-20 23:55:33.039173+00:00,736010912233332,
andres,-17.332841,-66.237366,12.014285714285714,2021-10-20 23:55:33.039173+00:00,736010912233332,
andres,-17.332504,-66.237793,15.742857142857144,2021-10-20 23:55:33.023548+00:00,736010912233332,
andres,-17.330887,-66.240475,12.428571428571429,2021-10-20 23:55:33.023548+00:00,736010912233332,
andres,-17.330458,-66.240477,11.185714285714287,2021-10-20 23:55:33.023548+00:00,736010912233332,
andres,-17.329615,-66.241636,12.842857142857143,2021-10-20 23:55:33.023548+00:00,736010912233332,
andres,-17.329624,-66.241643,29.0,2021-10-20 23:55:33.017042+00:00,736010912233332,
andres,-17.329524,-66.241769,0.0,2021-10-20 23:55:33.017042+00:00,736010912233332,
andres,-17.329531,-66.241767,10.771428571428572,2021-10-20 23:55:33.001416+00:00,736010912233332,
andres,-17.329533,-66.24177,10.771428571428572,2021-10-20 23:55:33.001416+00:00,736010912233332,
andres,-17.329503,-66.241841,29.0,2021-10-20 23:55:33.001416+00:00,736010912233332,
andres,-17.329275,-66.242347,14.914285714285715,2021-10-20 23:55:33.001416+00:00,736010912233332,
andres,-17.329228,-66.24262,12.428571428571429,2021-10-20 23:55:32.985790+00:00,736010912233332,
andres,-17.32901,-66.243724,29.0,2021-10-20 23:55:32.985790+00:00,736010912233332,
andres,-17.328969,-66.244119,29.0,2021-10-20 23:55:32.985790+00:00,736010912233332,
andres,-17.328903,-66.244599,29.0,2021-10-20 23:55:32.970169+00:00,736010912233332,
andres,-17.328795,-66.245356,29.0,2021-10-20 23:55:32.970169+00:00,736010912233332,
andres,-17.328712,-66.245992,28.171428571428574,2021-10-20 23:55:32.970169+00:00,736010912233332,
andres,-17.328667,-66.246222,27.342857142857145,2021-10-20 23:55:32.970169+00:00,736010912233332,
andres,-17.328649,-66.24647,15.32857142857143,2021-10-20 23:55:32.954514+00:00,736010912233332,
andres,-17.328679,-66.246534,13.257142857142858,2021-10-20 23:55:32.954514+00:00,736010912233332,
andres,-17.328723,-66.2467,14.500000000000002,2021-10-20 23:55:32.954514+00:00,736010912233332,
andres,-17.328989,-66.247212,14.085714285714287,2021-10-20 23:55:32.954514+00:00,736010912233332,
andres,-17.329758,-66.248051,13.257142857142858,2021-10-20 23:55:32.938890+00:00,736010912233332,
andres,-17.330474,-66.248766,9.942857142857143,2021-10-20 23:55:32.938890+00:00,736010912233332,
andres,-17.330881,-66.249192,12.842857142857143,2021-10-20 23:55:32.923262+00:00,736010912233332,
andres,-17.331267,-66.249605,13.671428571428573,2021-10-20 23:55:32.923262+00:00,736010912233332,
andres,-17.331545,-66.249824,13.671428571428573,2021-10-20 23:55:32.923262+00:00,736010912233332,
andres,-17.331988,-66.250131,14.500000000000002,2021-10-20 23:55:32.923262+00:00,736010912233332,
andres,-17.332234,-66.250579,19.47142857142857,2021-10-20 23:55:32.916754+00:00,736010912233332,
andres,-17.332541,-66.251566,16.571428571428573,2021-10-20 23:55:32.901129+00:00,736010912233332,
andres,-17.332788,-66.252219,14.914285714285715,2021-10-20 23:55:32.901129+00:00,736010912233332,
andres,-17.333269,-66.253373,14.500000000000002,2021-10-20 23:55:32.901129+00:00,736010912233332,
andres,-17.333478,-66.253684,21.12857142857143,2021-10-20 23:55:32.901129+00:00,736010912233332,
andres,-17.334352,-66.254766,15.32857142857143,2021-10-20 23:55:32.885502+00:00,736010912233332,
